Sample,Order,number,,,,,,,,,
0653_AL_Met52_POST_FI,pseudoscorpiionidae,1,,,,,,,,,
0653_AL_Met52_POST_FI,hymenoptera,2,,,,,,,,,
0653_AL_Met52_POST_FI,acari,1,,,,,,,,,
0653_AL_Met52_POST_FI,Oribatida,2,,,,,,,,,
0653_AL_Met52_POST_FI,orthoptera,2,,,,,,,,,
0654_AL_Met52_POST_FO,collembola,3,,,,,,,,,
0654_AL_Met52_POST_FO,diptera,2,,,,,,,,,
0654_AL_Met52_POST_FO,isopoda,2,,,,,,,,,
0654_AL_Met52_POST_FO,Oribatida,1,,,,,,,,,
0654_AL_Met52_POST_FO,orthoptera,2,,,,,,,,,
0654_AL_Met52_POST_FO,pseudoscorpiionidae,1,,,,,,,,,
0655_AL_Met52_POST_LO,Oribatida,4,,,,,,,,,
0655_AL_Met52_POST_LO,isopoda,5,,,,,,,,,
0655_AL_Met52_POST_LO,diptera,3,,,,,,,,,
0655_AL_Met52_POST_LO,hymenoptera,6,,,,,,,,,
0655_AL_Met52_POST_LO,collembola,6,,,,,,,,,
0655_AL_Met52_POST_LO,aranae,4,,,,,,,,,
0656_MOP_H20_PRE_Fi,isopoda,12,,,,,,,,,
0656_MOP_H20_PRE_Fi,diptera,3,,,,,,,,,
0656_MOP_H20_PRE_Fi,hemiptera,2,,,,,,,,,
0656_MOP_H20_PRE_Fi,orthoptera,1,,,,,,,,,
0656_MOP_H20_PRE_Fi,Oribatida,2,,,,,,,,,
0656_MOP_H20_PRE_Fi,hymenoptera,3,,,,,,,,,
0656_MOP_H20_PRE_Fi,coleoptera,2,,,,,,,,,
0656_MOP_H20_PRE_Fi,aranae,2,,,,,,,,,
0657_MOP_H2O_PRE_LO,aranae,6,,,,,,,,,
0657_MOP_H2O_PRE_LO,collembola,12,,,,,,,,,
0657_MOP_H2O_PRE_LO,hymenoptera,35,,,,,,,,,
0657_MOP_H2O_PRE_LO,orthoptera,1,,,,,,,,,
0657_MOP_H2O_PRE_LO,diptera,11,,,,,,,,,
0657_MOP_H2O_PRE_LO,pseudoscorpiionidae,1,,,,,,,,,
0657_MOP_H2O_PRE_LO,isopoda,7,,,,,,,,,
0657_MOP_H2O_PRE_LO,Oribatida,5,,,,,,,,,
0657_MOP_H2O_PRE_LO,coleoptera,4,,,,,,,,,
0657_MOP_H2O_PRE_LO,hemiptera,1,,,,,,,,,
0658_MOP_H2O_PRE_FO,Oribatida,2,,,,,,,,,
0658_MOP_H2O_PRE_FO,isopoda,1,,,,,,,,,
0658_MOP_H2O_PRE_FO,aranae,1,,,,,,,,,
0658_MOP_H2O_PRE_FO,diptera,7,,,,,,,,,
0658_MOP_H2O_PRE_FO,hymenoptera,3,,,,,,,,,
0658_MOP_H2O_PRE_FO,orthoptera,2,,,,,,,,,
0658_MOP_H2O_PRE_FO,coleoptera,1,,,,,,,,,
0658_MOP_H2O_PRE_FO,julida,1,,,,,,,,,
0659_MOP_H20_PRE_LI,isopoda,5,,,,,,,,,
0659_MOP_H20_PRE_LI,aranae,3,,,,,,,,,
0659_MOP_H20_PRE_LI,diptera,6,,,,,,,,,
0659_MOP_H20_PRE_LI,hymenoptera,18,,,,,,,,,
0659_MOP_H20_PRE_LI,lepidoptera,4,,,,,,,,,
0659_MOP_H20_PRE_LI,coleoptera,2,,,,,,,,,
0659_MOP_H20_PRE_LI,hemiptera,4,,,,,,,,,
0659_MOP_H20_PRE_LI,Oribatida,10,,,,,,,,,
0659_MOP_H20_PRE_LI,collembola,1,,,,,,,,,
0660_MOP_Met52_PRE_Fi,collembola,9,,,,,,,,,
0660_MOP_Met52_PRE_Fi,hymenoptera,12,,,,,,,,,
0660_MOP_Met52_PRE_Fi,acari,5,,,,,,,,,
0660_MOP_Met52_PRE_Fi,hemiptera,4,,,,,,,,,
0660_MOP_Met52_PRE_Fi,Oribatida,4,,,,,,,,,
0660_MOP_Met52_PRE_Fi,coleoptera,2,,,,,,,,,
0660_MOP_Met52_PRE_Fi,aranae,3,,,,,,,,,
0660_MOP_Met52_PRE_Fi,isopoda,4,,,,,,,,,
0660_MOP_Met52_PRE_Fi,siphonaptera,1,,,,,,,,,
0660_MOP_Met52_PRE_Fi,diptera,2,,,,,,,,,
0661_MOP_Met52_PRE_LO,hymenoptera,80,,,,,,,,,
0661_MOP_Met52_PRE_LO,Oribatida,29,,,,,,,,,
0661_MOP_Met52_PRE_LO,acari,5,,,,,,,,,
0661_MOP_Met52_PRE_LO,isopoda,1,,,,,,,,,
0661_MOP_Met52_PRE_LO,aranae,3,,,,,,,,,
0661_MOP_Met52_PRE_LO,coleoptera,2,,,,,,,,,
0661_MOP_Met52_PRE_LO,collembola,3,,,,,,,,,
0661_MOP_Met52_PRE_LO,hemiptera,1,,,,,,,,,
0662_MOP_Met52_PRE_FO,aranae,5,,,,,,,,,
0662_MOP_Met52_PRE_FO,isopoda,2,,,,,,,,,
0662_MOP_Met52_PRE_FO,collembola,6,,,,,,,,,
0662_MOP_Met52_PRE_FO,coleoptera,2,,,,,,,,,
0662_MOP_Met52_PRE_FO,Oribatida,5,,,,,,,,,
0662_MOP_Met52_PRE_FO,diptera,1,,,,,,,,,
0662_MOP_Met52_PRE_FO,hemiptera,2,,,,,,,,,
0662_MOP_Met52_PRE_FO,hymenoptera,1,,,,,,,,,
0662_MOP_Met52_PRE_FO,acari,1,,,,,,,,,
0663_MOP_Met52_PRE_LI,coleoptera,4,,,,,,,,,
0663_MOP_Met52_PRE_LI,hemiptera,5,,,,,,,,,
0663_MOP_Met52_PRE_LI,collembola,4,,,,,,,,,
0663_MOP_Met52_PRE_LI,hymenoptera,27,,,,,,,,,
0663_MOP_Met52_PRE_LI,Oribatida,5,,,,,,,,,
0663_MOP_Met52_PRE_LI,isopoda,10,,,,,,,,,
0663_MOP_Met52_PRE_LI,pseudoscorpiionidae,1,,,,,,,,,
0663_MOP_Met52_PRE_LI,acari,1,,,,,,,,,
0663_MOP_Met52_PRE_LI,aranae,2,,,,,,,,,
0663_MOP_Met52_PRE_LI,orthoptera,2,,,,,,,,,
0663_MOP_Met52_PRE_LI,diptera,1,,,,,,,,,
0678_STKW_Met52_PRE_LO,collembola,9,,,,,,,,,
0678_STKW_Met52_PRE_LO,Oribatida,3,,,,,,,,,
0678_STKW_Met52_PRE_LO,hemiptera,2,,,,,,,,,
0678_STKW_Met52_PRE_LO,coleoptera,1,,,,,,,,,
0678_STKW_Met52_PRE_LO,orthoptera,1,,,,,,,,,
0678_STKW_Met52_PRE_LO,isopoda,2,,,,,,,,,
0678_STKW_Met52_PRE_LO,hymenoptera,2,,,,,,,,,
0678_STKW_Met52_PRE_LO,aranae,1,,,,,,,,,
0679_STKW_met52_PRE_LI,Oribatida,4,,,,,,,,,
0679_STKW_met52_PRE_LI,collembola,2,,,,,,,,,
0679_STKW_met52_PRE_LI,Hemiptera,1,,,,,,,,,
0679_STKW_met52_PRE_LI,opilionidae,2,,,,,,,,,
0679_STKW_met52_PRE_LI,trombidiformes,3,,,,,,,,,
0679_STKW_met52_PRE_LI,aranae,4,,,,,,,,,
0680_STKW_met52_PRE_FO,collembola,18,,,,,,,,,
0680_STKW_met52_PRE_FO,hemiptera,1,,,,,,,,,
0680_STKW_met52_PRE_FO,diptera,1,,,,,,,,,
0680_STKW_met52_PRE_FO,hymenoptera,1,,,,,,,,,
0680_STKW_met52_PRE_FO,Oribatida,4,,,,,,,,,
0680_STKW_met52_PRE_FO,neuroptera,1,,,,,,,,,
0680_STKW_met52_PRE_FO,coleoptera,1,,,,,,,,,
0680_STKW_met52_PRE_FO,acari,1,,,,,,,,,
0681_STKW_met52_PRE_FI,collembola,19,,,,,,,,,
0681_STKW_met52_PRE_FI,isopoda,2,,,,,,,,,
0681_STKW_met52_PRE_FI,diptera,1,,,,,,,,,
0681_STKW_met52_PRE_FI,Oribatida,5,,,,,,,,,
0681_STKW_met52_PRE_FI,hymenoptera,2,,,,,,,,,
0681_STKW_met52_PRE_FI,coleoptera,2,,,,,,,,,
0681_STKW_met52_PRE_FI,aranae,1,,,,,,,,,
0682_STKW_H20_PRE_LI,aranae,5,,,,,,,,,
0682_STKW_H20_PRE_LI,collembola,7,,,,,,,,,
0682_STKW_H20_PRE_LI,isopoda,1,,,,,,,,,
0682_STKW_H20_PRE_LI,opilionidae,1,,,,,,,,,
0682_STKW_H20_PRE_LI,Oribatida,3,,,,,,,,,
0682_STKW_H20_PRE_LI,trombidiformes,1,,,,,,,,,
0682_STKW_H20_PRE_LI,hymenoptera,3,,,,,,,,,
0682_STKW_H20_PRE_LI,acari,1,,,,,,,,,
0682_STKW_H20_PRE_LI,hemiptera,3,,,,,,,,,
0683_STKW_H20_PRE_LO,Oribatida,4,,,,,,,,,
0683_STKW_H20_PRE_LO,diptera,1,,,,,,,,,
0683_STKW_H20_PRE_LO,collembola,9,,,,,,,,,
0683_STKW_H20_PRE_LO,opilionidae,1,,,,,,,,,
0683_STKW_H20_PRE_LO,aranae,4,,,,,,,,,
0683_STKW_H20_PRE_LO,orthoptera,1,,,,,,,,,
0683_STKW_H20_PRE_LO,hymenoptera,2,,,,,,,,,
0684_STKW_H20_PRE_FI,Oribatida,2,,,,,,,,,
0684_STKW_H20_PRE_FI,hemiptera,3,,,,,,,,,
0684_STKW_H20_PRE_FI,collembola,18,,,,,,,,,
0685_STKW_H20_PRE_FO,hemiptera,1,,,,,,,,,
0685_STKW_H20_PRE_FO,collembola,18,,,,,,,,,
0685_STKW_H20_PRE_FO,hymenoptera,1,,,,,,,,,
0685_STKW_H20_PRE_FO,coleoptera,2,,,,,,,,,
0685_STKW_H20_PRE_FO,Oribatida,1,,,,,,,,,
0685_STKW_H20_PRE_FO,acari,1,,,,,,,,,
0685_STKW_H20_PRE_FO,aranae,2,,,,,,,,,
0687_KH_H2O_POST_FI,Oribatida,3,,,,,,,,,
0687_KH_H2O_POST_FI,aranae,3,,,,,,,,,
0687_KH_H2O_POST_FI,trombidiformes,1,,,,,,,,,
0687_KH_H2O_POST_FI,acari,1,,,,,,,,,
0687_KH_H2O_POST_FI,diptera,2,,,,,,,,,
0687_KH_H2O_POST_FI,thysanoptera,1,,,,,,,,,
0687_KH_H2O_POST_FI,isopoda,2,,,,,,,,,
0687_KH_H2O_POST_FI,hymenoptera,3,,,,,,,,,
0687_KH_H2O_POST_FI,pseudoscorpiionidae,1,,,,,,,,,
0687_KH_H2O_POST_FI,polydesmida,3,,,,,,,,,
0687_KH_H2O_POST_FI,coleoptera,2,,,,,,,,,
0687_KH_H2O_POST_FI,collembola,1,,,,,,,,,
0687_KH_H2O_POST_FI,orthoptera,1,,,,,,,,,
0688_KH_H2O_POST_LI,collembola,29,,,,,,,,,
0688_KH_H2O_POST_LI,aranae,5,,,,,,,,,
0688_KH_H2O_POST_LI,coleoptera,6,,,,,,,,,
0688_KH_H2O_POST_LI,isopoda,10,,,,,,,,,
0688_KH_H2O_POST_LI,thysanoptera,2,,,,,,,,,
0688_KH_H2O_POST_LI,isopoda,3,,,,,,,,,
0688_KH_H2O_POST_LI,hymenoptera,4,,,,,,,,,
0688_KH_H2O_POST_LI,diptera,1,,,,,,,,,
0688_KH_H2O_POST_LI,acari,1,,,,,,,,,
0689_KH_H2O_POST_LO,coleoptera,8,,,,,,,,,
0689_KH_H2O_POST_LO,diplura,3,,,,,,,,,
0689_KH_H2O_POST_LO,aranae,6,,,,,,,,,
0689_KH_H2O_POST_LO,collembola,12,,,,,,,,,
0689_KH_H2O_POST_LO,isopoda,7,,,,,,,,,
0689_KH_H2O_POST_LO,orthoptera,3,,,,,,,,,
0689_KH_H2O_POST_LO,hymenoptera,9,,,,,,,,,
0689_KH_H2O_POST_LO,lithobiomorpha,1,,,,,,,,,
0689_KH_H2O_POST_LO,lepidoptera,1,,,,,,,,,
0689_KH_H2O_POST_LO,Oribatida,2,,,,,,,,,
0689_KH_H2O_POST_LO,hemiptera,2,,,,,,,,,
0689_KH_H2O_POST_LO,acari,2,,,,,,,,,
0689_KH_H2O_POST_LO,diptera,2,,,,,,,,,
0689_KH_H2O_POST_LO,polydesmida,1,,,,,,,,,
0690_KH_Met52_POST_LI,acari,1,,,,,,,,,
0690_KH_Met52_POST_LI,collembola,3,,,,,,,,,
0690_KH_Met52_POST_LI,thysanoptera,1,,,,,,,,,
0690_KH_Met52_POST_LI,aranae,4,,,,,,,,,
0690_KH_Met52_POST_LI,orthoptera,1,,,,,,,,,
0690_KH_Met52_POST_LI,hemiptera,2,,,,,,,,,
0690_KH_Met52_POST_LI,coleoptera,1,,,,,,,,,
0690_KH_Met52_POST_LI,hymenoptera,3,,,,,,,,,
0691_KH_Met52_POST_LO,Oribatida,13,,,,,,,,,
0691_KH_Met52_POST_LO,hymenoptera,10,,,,,,,,,
0691_KH_Met52_POST_LO,collembola,4,,,,,,,,,
0691_KH_Met52_POST_LO,coleoptera,1,,,,,,,,,
0691_KH_Met52_POST_LO,aranae,9,,,,,,,,,
0691_KH_Met52_POST_LO,hemiptera,1,,,,,,,,,
0692_KH_Met52_POST_FO,acari,4,,,,,,,,,
0692_KH_Met52_POST_FO,hemiptera,2,,,,,,,,,
0692_KH_Met52_POST_FO,Oribatida,5,,,,,,,,,
0692_KH_Met52_POST_FO,isopoda,1,,,,,,,,,
0692_KH_Met52_POST_FO,diptera,2,,,,,,,,,
0692_KH_Met52_POST_FO,pseudoscorpiionidae,1,,,,,,,,,
0692_KH_Met52_POST_FO,collembola,2,,,,,,,,,
0692_KH_Met52_POST_FO,thysanoptera,2,,,,,,,,,
0692_KH_Met52_POST_FO,coleoptera,2,,,,,,,,,
0692_KH_Met52_POST_FO,hymenoptera,3,,,,,,,,,
0693_KH_Met52_POST_FI,thysanoptera,1,,,,,,,,,
0693_KH_Met52_POST_FI,coleoptera,9,,,,,,,,,
0693_KH_Met52_POST_FI,collembola,10,,,,,,,,,
0693_KH_Met52_POST_FI,diptera,7,,,,,,,,,
0693_KH_Met52_POST_FI,hymenoptera,6,,,,,,,,,
0693_KH_Met52_POST_FI,isopoda,2,,,,,,,,,
0693_KH_Met52_POST_FI,pseudoscorpiionidae,2,,,,,,,,,
0693_KH_Met52_POST_FI,Oribatida,1,,,,,,,,,
0693_KH_Met52_POST_FI,aranae,1,,,,,,,,,
0693_KH_Met52_POST_FI,acari,1,,,,,,,,,
0694_STKE_H20_PRE_FO,coleoptera,3,,,,,,,,,
0694_STKE_H20_PRE_FO,collembola,4,,,,,,,,,
0694_STKE_H20_PRE_FO,diptera,1,,,,,,,,,
0694_STKE_H20_PRE_FO,acari,4,,,,,,,,,
0694_STKE_H20_PRE_FO,orthoptera,1,,,,,,,,,
0694_STKE_H20_PRE_FO,aranae,1,,,,,,,,,
0694_STKE_H20_PRE_FO,hymenoptera,1,,,,,,,,,
0695_STKE_H20_PRE_FI,hymenoptera,3,,,,,,,,,
0695_STKE_H20_PRE_FI,collembola,17,,,,,,,,,
0695_STKE_H20_PRE_FI,aranae,16,,,,,,,,,
0695_STKE_H20_PRE_FI,coleoptera,1,,,,,,,,,
0695_STKE_H20_PRE_FI,Oribatida,1,,,,,,,,,
0696_STKE_H20_PRE_li,Collembola,20,,,,,,,,,
0696_STKE_H20_PRE_li,acari,9,,,,,,,,,
0696_STKE_H20_PRE_li,aranae,2,,,,,,,,,
0696_STKE_H20_PRE_li,hymenoptera,6,,,,,,,,,
0696_STKE_H20_PRE_li,coleoptera,1,,,,,,,,,
0696_STKE_H20_PRE_li,pseudoscorpiionidae,1,,,,,,,,,
0696_STKE_H20_PRE_li,hemiptera,2,,,,,,,,,
0696_STKE_H20_PRE_li,diptera,1,,,,,,,,,
0697_STKE_H20_PRE_LO,orthoptera,1,,,,,,,,,
0697_STKE_H20_PRE_LO,Collembola,28,,,,,,,,,
0697_STKE_H20_PRE_LO,aranae,2,,,,,,,,,
0697_STKE_H20_PRE_LO,hymenoptera,13,,,,,,,,,
0697_STKE_H20_PRE_LO,acari,2,,,,,,,,,
0697_STKE_H20_PRE_LO,Oribatida,1,,,,,,,,,
0698_STKE_Met52_PRE_FO,Oribatida,3,,,,,,,,,
0698_STKE_Met52_PRE_FO,orthoptera,1,,,,,,,,,
0698_STKE_Met52_PRE_FO,collembola,4,,,,,,,,,
0698_STKE_Met52_PRE_FO,diptera, ,,,,,,,,,
0698_STKE_Met52_PRE_FO,acari,1,,,,,,,,,
0698_STKE_Met52_PRE_FO,hymenoptera,1,,,,,,,,,
0699_STKE_Met52_PRE_LI,collembola,14,,,,,,,,,
0699_STKE_Met52_PRE_LI,aranae,3,,,,,,,,,
0699_STKE_Met52_PRE_LI,acari,4,,,,,,,,,
0699_STKE_Met52_PRE_LI,thysanoptera,1,,,,,,,,,
0699_STKE_Met52_PRE_LI,coleoptera,3,,,,,,,,,
0699_STKE_Met52_PRE_LI,trombidiformes,3,,,,,,,,,
0699_STKE_Met52_PRE_LI,pseudoscorpiionidae,1,,,,,,,,,
0699_STKE_Met52_PRE_LI,hemiptera,4,,,,,,,,,
0699_STKE_Met52_PRE_LI,opilionidae,1,,,,,,,,,
0699_STKE_Met52_PRE_LI,orthoptera,1,,,,,,,,,
0699_STKE_Met52_PRE_LI,diptera,1,,,,,,,,,
0700_STKE_Met52_PRE_LO,collembola,21,,,,,,,,,
0700_STKE_Met52_PRE_LO,Oribatida,4,,,,,,,,,
0700_STKE_Met52_PRE_LO,hymenoptera,5,,,,,,,,,
0700_STKE_Met52_PRE_LO,siphonaptera,1,,,,,,,,,
0700_STKE_Met52_PRE_LO,orthoptera,2,,,,,,,,,
0700_STKE_Met52_PRE_LO,aranae,3,,,,,,,,,
0700_STKE_Met52_PRE_LO,acari,1,,,,,,,,,
0701_STKE_Met52_PRE_FI,diptera,2,,,,,,,,,
0701_STKE_Met52_PRE_FI,collembola,2,,,,,,,,,
0701_STKE_Met52_PRE_FI,hymenoptera,1,,,,,,,,,
0701_STKE_Met52_PRE_FI,acari,1,,,,,,,,,
0701_STKE_Met52_PRE_FI,aranae,2,,,,,,,,,
0701_STKE_Met52_PRE_FI,Oribatida,1,,,,,,,,,
0701_STKE_Met52_PRE_FI,coleoptera,1,,,,,,,,,
0822_AL_Met52_5week_LI,collembola,4,,,,,,,,,
0822_AL_Met52_5week_LI,hemiptera,1,,,,,,,,,
0823_AL_Met52_5week_FO,collembola,1,,,,,,,,,
0823_AL_Met52_5week_FO,acari,1,,,,,,,,,
0823_AL_Met52_5week_FO,diptera,1,,,,,,,,,
0823_AL_Met52_5week_FO,isopoda,3,,,,,,,,,
0823_AL_Met52_5week_FO,hemiptera,5,,,,,,,,,
0823_AL_Met52_5week_FO,aranae,2,,,,,,,,,
0823_AL_Met52_5week_FO,Oribatida,1,,,,,,,,,
0823_AL_Met52_5week_FO,coleoptera,1,,,,,,,,,
0823_AL_Met52_5week_FO,hymenoptera,2,,,,,,,,,
0824_AL_Met52_5wk_LO,opilionidae,3,,,,,,,,,
0824_AL_Met52_5wk_LO,hymenoptera,3,,,,,,,,,
0824_AL_Met52_5wk_LO,collembola,2,,,,,,,,,
0824_AL_Met52_5wk_LO,coleoptera,1,,,,,,,,,
0824_AL_Met52_5wk_LO,Oribatida,3,,,,,,,,,
0824_AL_Met52_5wk_LO,trombidiformes,1,,,,,,,,,
0825_AL_Met52_5wk_FI,isopoda,9,,,,,,,,,
0825_AL_Met52_5wk_FI,pseudoscorpiionidae,1,,,,,,,,,
0825_AL_Met52_5wk_FI,diptera,7,,,,,,,,,
0825_AL_Met52_5wk_FI,aranae,1,,,,,,,,,
0825_AL_Met52_5wk_FI,collembola,10,,,,,,,,,
0825_AL_Met52_5wk_FI,acari,1,,,,,,,,,
0825_AL_Met52_5wk_FI,opilionidae,1,,,,,,,,,
0825_AL_Met52_5wk_FI,coleoptera,1,,,,,,,,,
0825_AL_Met52_5wk_FI,spirobolida,1,,,,,,,,,
0825_AL_Met52_5wk_FI,hymenoptera,1,,,,,,,,,
0826_AL_H2O_5week_FO,isopoda,9,,,,,,,,,
0826_AL_H2O_5week_FO,collembola,19,,,,,,,,,
0826_AL_H2O_5week_FO,acari,2,,,,,,,,,
0826_AL_H2O_5week_FO,Oribatida,4,,,,,,,,,
0826_AL_H2O_5week_FO,diptera,1,,,,,,,,,
0827_AL_H2O_5week_FI,spirobolida,1,,,,,,,,,
0827_AL_H2O_5week_FI,collembola,17,,,,,,,,,
0827_AL_H2O_5week_FI,Oribatida,5,,,,,,,,,
0827_AL_H2O_5week_FI,isopoda,5,,,,,,,,,
0827_AL_H2O_5week_FI,hymenoptera,2,,,,,,,,,
0827_AL_H2O_5week_FI,diptera,2,,,,,,,,,
0827_AL_H2O_5week_FI,opilionidae,1,,,,,,,,,
0827_AL_H2O_5week_FI,pseudoscorpiionidae,2,,,,,,,,,
0827_AL_H2O_5week_FI,orthoptera,1,,,,,,,,,
0828_AL_H2O_5week_LO,collembola,7,,,,,,,,,
0828_AL_H2O_5week_LO,isopoda,3,,,,,,,,,
0828_AL_H2O_5week_LO,coleoptera,1,,,,,,,,,
0828_AL_H2O_5week_LO,lepidoptera,2,,,,,,,,,
0828_AL_H2O_5week_LO,diptera,5,,,,,,,,,
0828_AL_H2O_5week_LO,opilionidae,1,,,,,,,,,
0828_AL_H2O_5week_LO,aranae,2,,,,,,,,,
0828_AL_H2O_5week_LO,hymenoptera,1,,,,,,,,,
0829_AL_H2O_5week_LI,orthoptera,1,,,,,,,,,
0829_AL_H2O_5week_LI,Oribatida,2,,,,,,,,,
0829_AL_H2O_5week_LI,aranae,1,,,,,,,,,
0829_AL_H2O_5week_LI,isopoda,3,,,,,,,,,
0829_AL_H2O_5week_LI,coleoptera,2,,,,,,,,,
0829_AL_H2O_5week_LI,collembola,3,,,,,,,,,
0829_AL_H2O_5week_LI,microcoryphia,1,,,,,,,,,
0830_AUD_H2O_5week_LI,lepidoptera,1,,,,,,,,,
0830_AUD_H2O_5week_LI,hymenoptera,1,,,,,,,,,
0830_AUD_H2O_5week_LI,coleoptera,1,,,,,,,,,
0830_AUD_H2O_5week_LI,aranae,3,,,,,,,,,
0830_AUD_H2O_5week_LI,collembola,2,,,,,,,,,
0831_AUD_H20_5WK_F O,collembola,5,,,,,,,,,
0831_AUD_H20_5WK_F O,diptera,1,,,,,,,,,
0831_AUD_H20_5WK_F O,coleoptera,9,,,,,,,,,
0831_AUD_H20_5WK_F O,hymenoptera,1,,,,,,,,,
0832_AUD_H2O_5week_FI,aranae,1,,,,,,,,,
0832_AUD_H2O_5week_FI,coleoptera,3,,,,,,,,,
0832_AUD_H2O_5week_FI,diptera,2,,,,,,,,,
0832_AUD_H2O_5week_FI,orthoptera,1,,,,,,,,,
0832_AUD_H2O_5week_FI,collembola,3,,,,,,,,,
0832_AUD_H2O_5week_FI,hymenoptera,1,,,,,,,,,
0833_AUD_H2O_5week_LO,hymenoptera,9,,,,,,,,,
0833_AUD_H2O_5week_LO,collembola,7,,,,,,,,,
0833_AUD_H2O_5week_LO,coleoptera,1,,,,,,,,,
0834_AUD_Met52_5WK_LI,collembola,12,,,,,,,,,
0834_AUD_Met52_5WK_LI,hymenoptera,10,,,,,,,,,
0834_AUD_Met52_5WK_LI,coleoptera,5,,,,,,,,,
0834_AUD_Met52_5WK_LI,lepidoptera,2,,,,,,,,,
0834_AUD_Met52_5WK_LI,diptera,2,,,,,,,,,
0834_AUD_Met52_5WK_LI,Oribatida,2,,,,,,,,,
0834_AUD_Met52_5WK_LI,acari,1,,,,,,,,,
0834_AUD_Met52_5WK_LI,isopoda,1,,,,,,,,,
0834_AUD_Met52_5WK_LI,aranae,2,,,,,,,,,
0834_AUD_Met52_5WK_LI,diplura,1,,,,,,,,,
0835_AUD_Met52_5WK_LO,aranae,5,,,,,,,,,
0835_AUD_Met52_5WK_LO,collembola,6,,,,,,,,,
0835_AUD_Met52_5WK_LO,coleoptera,4,,,,,,,,,
0835_AUD_Met52_5WK_LO,acari,2,,,,,,,,,
0835_AUD_Met52_5WK_LO,hymenoptera,7,,,,,,,,,
0835_AUD_Met52_5WK_LO,lepidoptera,1,,,,,,,,,
0835_AUD_Met52_5WK_LO,thysanoptera,1,,,,,,,,,
0836_AUD_Met52_5WK_F O,coleoptera,5,,,,,,,,,
0836_AUD_Met52_5WK_F O,collembola,5,,,,,,,,,
0836_AUD_Met52_5WK_F O,diptera,2,,,,,,,,,
0836_AUD_Met52_5WK_F O,isopoda,1,,,,,,,,,
0837_AUD_Met52_5WK_FI,orthoptera,1,,,,,,,,,
0837_AUD_Met52_5WK_FI,hymenoptera,5,,,,,,,,,
0837_AUD_Met52_5WK_FI,diptera,7,,,,,,,,,
0837_AUD_Met52_5WK_FI,Oribatida,5,,,,,,,,,
0837_AUD_Met52_5WK_FI,collembola,1,,,,,,,,,
0837_AUD_Met52_5WK_FI,coleoptera,14,,,,,,,,,
0837_AUD_Met52_5WK_FI,opilionidae,2,,,,,,,,,
0838_LiLa_H2O_5week_LI,coleoptera,1,,,,,,,,,
0838_LiLa_H2O_5week_LI,collembola,2,,,,,,,,,
0838_LiLa_H2O_5week_LI,hymenoptera,2,,,,,,,,,
0838_LiLa_H2O_5week_LI,aranae,1,,,,,,,,,
0838_LiLa_H2O_5week_LI,diplopoda,1,,,,,,,,,
0838_LiLa_H2O_5week_LI,isopoda,2,,,,,,,,,
0838_LiLa_H2O_5week_LI,lithobiomorpha,1,,,,,,,,,
0838_LiLa_H2O_5week_LI,Oribatida,4,,,,,,,,,
0839_LiLa_H20_5wk_LO,isopoda,3,,,,,,,,,
0839_LiLa_H20_5wk_LO,hymenoptera,2,,,,,,,,,
0839_LiLa_H20_5wk_LO,coleoptera,4,,,,,,,,,
0839_LiLa_H20_5wk_LO,aranae,1,,,,,,,,,
0839_LiLa_H20_5wk_LO,collembola,3,,,,,,,,,
0839_LiLa_H20_5wk_LO,Oribatida,3,,,,,,,,,
0839_LiLa_H20_5wk_LO,hemiptera,2,,,,,,,,,
0839_LiLa_H20_5wk_LO,diptera,1,,,,,,,,,
0839_LiLa_H20_5wk_LO,acari,1,,,,,,,,,
0840_LiLa_H2O_5week_FI,coleoptera,1,,,,,,,,,
0840_LiLa_H2O_5week_FI,isopoda,13,,,,,,,,,
0840_LiLa_H2O_5week_FI,aranae,3,,,,,,,,,
0840_LiLa_H2O_5week_FI,polydesmida,2,,,,,,,,,
0840_LiLa_H2O_5week_FI,collembola,1,,,,,,,,,
0840_LiLa_H2O_5week_FI,hymenoptera,3,,,,,,,,,
0841_LiLa_H2O_5week_FO,isopoda,5,,,,,,,,,
0841_LiLa_H2O_5week_FO,hymenoptera,3,,,,,,,,,
0841_LiLa_H2O_5week_FO,Oribatida,1,,,,,,,,,
0841_LiLa_H2O_5week_FO,coleoptera,2,,,,,,,,,
0841_LiLa_H2O_5week_FO,polydesmida,1,,,,,,,,,
0841_LiLa_H2O_5week_FO,hemiptera,1,,,,,,,,,
0841_LiLa_H2O_5week_FO,collembola,1,,,,,,,,,
0841_LiLa_H2O_5week_FO,acari,1,,,,,,,,,
0842_LiLa_Met52_5week_LO,collembola,2,,,,,,,,,
0842_LiLa_Met52_5week_LO,hymenoptera,6,,,,,,,,,
0842_LiLa_Met52_5week_LO,isopoda,1,,,,,,,,,
0842_LiLa_Met52_5week_LO,hemiptera,1,,,,,,,,,
0842_LiLa_Met52_5week_LO,coleoptera,2,,,,,,,,,
0842_LiLa_Met52_5week_LO,diptera,1,,,,,,,,,
0842_LiLa_Met52_5week_LO,acari,2,,,,,,,,,
0842_LiLa_Met52_5week_LO,aranae,2,,,,,,,,,
0843_LiLa_Met52_5week_LI,collembola,5,,,,,,,,,
0843_LiLa_Met52_5week_LI,Oribatida,3,,,,,,,,,
0843_LiLa_Met52_5week_LI,hymenoptera,3,,,,,,,,,
